station,system,subsystem,schedule_name,total_pm,on_time,late,avg_days_late,compliance_pct
SAKT,AFC,SC,HALF YEARLY,1,0,1,75.0,0.0
SAKT,AFC,SWING BARRIER,MONTHLY,24,10,14,7.9,41.7
SAKT,AFC,TOM,QUARTERLY,32,19,13,2.5,59.4
SAKT,AFC,TVM,MONTHLY,52,39,13,3.9,75.0
SAKT,TELECOM,CCTV,HALF YEARLY,32,0,32,75.6,0.0
SAKT,TELECOM,CCTV,MONTHLY,37,36,1,-15.2,97.3
SAKT,TELECOM,CCTV,QUARTERLY,421,372,49,-28.6,88.4
SAKT,TELECOM,CLOCK,QUARTERLY,86,48,38,-6.0,55.8
SAKT,TELECOM,EARTH PIT,QUARTERLY,4,0,4,42.5,0.0
SAKT,TELECOM,EARTH PIT,YEARLY,2,2,0,-241.0,100.0
SAKT,TELECOM,EPABX,HALF YEARLY,2,1,1,25.5,50.0
SAKT,TELECOM,EPABX,MONTHLY,68,40,28,-3.5,58.8
SAKT,TELECOM,EPABX,QUARTERLY,9,6,3,-45.0,66.7
SAKT,TELECOM,PAS/PIDS,HALF YEARLY,23,13,10,-8.9,56.5
SAKT,TELECOM,PAS/PIDS,MONTHLY,294,24,270,146.9,8.2
SAKT,TELECOM,PAS/PIDS,QUARTERLY,1118,686,432,1.1,61.4
SAKT,TELECOM,PAS/PIDS,YEARLY,1,1,0,-266.0,100.0
SAKT,TELECOM,RADIO,HALF YEARLY,2,2,0,-11.0,100.0
SAKT,TELECOM,RADIO,MONTHLY,14,7,7,1.9,50.0
SAKT,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,79.0,0.0
SAKT,TELECOM,SMPS,MONTHLY,11,3,8,45.9,27.3
SAKT,TELECOM,TELE ROUTER,HALF YEARLY,4,2,2,-71.5,50.0
SAKT,TELECOM,TELE ROUTER,QUARTERLY,4,2,2,-5.5,50.0
SAKT,TELECOM,TELE ROUTER,YEARLY,2,2,0,-293.0,100.0
SAKT,TELECOM,TELE SWITCH,HALF YEARLY,2,0,2,37.0,0.0
SAKT,TELECOM,TELE SWITCH,QUARTERLY,4,2,2,-5.5,50.0
SAKT,TELECOM,TELE SWITCH,YEARLY,2,2,0,-293.0,100.0
SAKT,TELECOM,UPS,HALF YEARLY,3,2,1,-47.3,66.7
SAKT,TELECOM,UPS,MONTHLY,10,2,8,52.2,20.0
SFNN,AFC,AFC SWITCH,QUARTERLY,9,3,6,39.0,33.3
SFNN,AFC,AFC SWITCH,YEARLY,3,3,0,-365.0,100.0
SFNN,AFC,AVM,MONTHLY,12,8,4,11.7,66.7
SFNN,AFC,EFO,QUARTERLY,8,2,6,27.2,25.0
SFNN,AFC,EMERGENCY SWITCH,MONTHLY,4,2,2,18.0,50.0
SFNN,AFC,GATE,MONTHLY,127,51,76,13.2,40.2
SFNN,AFC,RCTM,BI-WEEKLY,9,0,9,30.8,0.0
SFNN,AFC,RCTM,MONTHLY,7,2,5,32.3,28.6
SFNN,AFC,SC,HALF YEARLY,1,1,0,-5.0,100.0
SFNN,AFC,SWING BARRIER,MONTHLY,1,0,1,66.0,0.0
SFNN,AFC,TOM,QUARTERLY,8,2,6,27.2,25.0
SFNN,AFC,TVM,BI-WEEKLY,50,5,45,26.3,10.0
SFNN,AFC,TVM,MONTHLY,64,33,31,8.9,51.6
SFNN,TELECOM,CCTV,QUARTERLY,287,193,94,-12.0,67.2
SFNN,TELECOM,CLOCK,QUARTERLY,137,105,32,-38.9,76.6
SFNN,TELECOM,EARTH PIT,QUARTERLY,3,2,1,-31.3,66.7
SFNN,TELECOM,EPABX,HALF YEARLY,1,0,1,70.0,0.0
SFNN,TELECOM,EPABX,MONTHLY,48,20,28,33.4,41.7
SFNN,TELECOM,EPABX,QUARTERLY,6,1,5,12.7,16.7
SFNN,TELECOM,PAS/PIDS,HALF YEARLY,50,36,14,-119.1,72.0
SFNN,TELECOM,PAS/PIDS,MONTHLY,1,0,1,289.0,0.0
SFNN,TELECOM,PAS/PIDS,QUARTERLY,560,430,130,-7.6,76.8
SFNN,TELECOM,PEST CONTROL,MONTHLY,1,0,1,75.0,0.0
SFNN,TELECOM,RADIO,HALF YEARLY,1,0,1,70.0,0.0
SFNN,TELECOM,RADIO,MONTHLY,11,6,5,10.6,54.5
SFNN,TELECOM,SDH/MPLS,QUARTERLY,2,0,2,15.0,0.0
SFNN,TELECOM,SMPS,HALF YEARLY,2,0,2,168.0,0.0
SFNN,TELECOM,SMPS,MONTHLY,36,24,12,-2.1,66.7
SFNN,TELECOM,TELE SWITCH,QUARTERLY,1,0,1,15.0,0.0
SFTN,AFC,EFO,QUARTERLY,15,12,3,-0.6,80.0
SFTN,AFC,GATE,MONTHLY,273,196,77,-2.6,71.8
SFTN,AFC,RCTM,BI-WEEKLY,5,0,5,65.2,0.0
SFTN,AFC,RCTM,MONTHLY,15,9,6,0.3,60.0
SFTN,AFC,TOM,QUARTERLY,18,15,3,-15.5,83.3
SFTN,AFC,TVM,BI-WEEKLY,31,10,21,52.6,32.3
SFTN,AFC,TVM,MONTHLY,65,35,30,5.5,53.8
SFTN,TELECOM,CCTV,QUARTERLY,45,45,0,-18.6,100.0
SFTN,TELECOM,CLOCK,QUARTERLY,25,7,18,20.2,28.0
SFTN,TELECOM,EPABX,MONTHLY,5,0,5,118.8,0.0
SFTN,TELECOM,EPABX,QUARTERLY,1,1,0,-90.0,100.0
SFTN,TELECOM,PAS/PIDS,HALF YEARLY,4,2,2,-1.0,50.0
SFTN,TELECOM,PAS/PIDS,QUARTERLY,276,208,68,-23.5,75.4
SFTN,TELECOM,RADIO,MONTHLY,4,1,3,43.5,25.0
SFTN,TELECOM,SDH/MPLS,QUARTERLY,1,1,0,-16.0,100.0
SFTN,TELECOM,SMPS,MONTHLY,14,4,10,32.9,28.6
SFTN,TELECOM,SMPS,YEARLY,2,2,0,-281.0,100.0
SFTN,TELECOM,UPS,HALF YEARLY,5,5,0,-162.8,100.0
SFTN,TELECOM,UPS,MONTHLY,12,5,7,24.2,41.7
SHD,AFC,AFC SWITCH,QUARTERLY,12,10,2,23.8,83.3
SHD,AFC,AVM,MONTHLY,62,39,23,-0.6,62.9
SHD,AFC,EC,QUARTERLY,16,10,6,-8.2,62.5
SHD,AFC,EFO,QUARTERLY,11,10,1,-4.4,90.9
SHD,AFC,EMERGENCY SWITCH,MONTHLY,17,10,7,-1.1,58.8
SHD,AFC,GATE,MONTHLY,414,239,175,2.6,57.7
SHD,AFC,SWING BARRIER,MONTHLY,24,15,9,-1.1,62.5
SHD,AFC,TOM,QUARTERLY,45,36,9,4.2,80.0
SHD,AFC,TVM,BI-WEEKLY,101,8,93,19.8,7.9
SHD,AFC,TVM,MONTHLY,51,30,21,36.7,58.8
SHD,TELECOM,CCTV,QUARTERLY,96,47,49,12.9,49.0
SHD,TELECOM,CLOCK,HALF YEARLY,1,1,0,-48.0,100.0
SHD,TELECOM,CLOCK,QUARTERLY,38,27,11,-27.3,71.1
SHD,TELECOM,EPABX,HALF YEARLY,1,0,1,253.0,0.0
SHD,TELECOM,EPABX,MONTHLY,52,24,28,7.5,46.2
SHD,TELECOM,EPABX,QUARTERLY,3,0,3,46.0,0.0
SHD,TELECOM,PAS/PIDS,HALF YEARLY,4,2,2,37.5,50.0
SHD,TELECOM,PAS/PIDS,QUARTERLY,342,184,158,0.7,53.8
SHD,TELECOM,PAS/PIDS,YEARLY,2,2,0,-365.0,100.0
SHD,TELECOM,RADIO,MONTHLY,10,5,5,15.3,50.0
SHD,TELECOM,SMPS,HALF YEARLY,4,2,2,-36.0,50.0
SHD,TELECOM,SMPS,MONTHLY,31,19,12,-0.6,61.3
SHD,TELECOM,SMPS,YEARLY,4,4,0,-364.0,100.0
SHD,TELECOM,TELE SWITCH,HALF YEARLY,2,2,0,-48.0,100.0
SHD,TELECOM,TELE SWITCH,QUARTERLY,2,2,0,-22.0,100.0
SHDN,AFC,AFC SWITCH,QUARTERLY,14,8,6,-1.9,57.1
SHDN,AFC,AVM,MONTHLY,26,12,14,8.6,46.2
SHDN,AFC,EC,QUARTERLY,9,0,9,59.6,0.0
SHDN,AFC,EFO,QUARTERLY,6,5,1,-9.3,83.3
SHDN,AFC,EMERGENCY SWITCH,MONTHLY,4,0,4,35.8,0.0
SHDN,AFC,GATE,MONTHLY,143,87,56,-2.1,60.8
SHDN,AFC,RCTM,BI-WEEKLY,32,6,26,15.2,18.8
SHDN,AFC,RCTM,MONTHLY,10,2,8,55.8,20.0
SHDN,AFC,SWING BARRIER,MONTHLY,19,7,12,19.5,36.8
SHDN,AFC,TOM,QUARTERLY,12,8,4,-9.3,66.7
SHDN,AFC,TVM,BI-WEEKLY,62,12,50,16.0,19.4
SHDN,AFC,TVM,MONTHLY,24,4,20,41.5,16.7
SHDN,TELECOM,CCTV,HALF YEARLY,116,116,0,-166.0,100.0
SHDN,TELECOM,CCTV,QUARTERLY,259,148,111,11.3,57.1
SHDN,TELECOM,CLOCK,HALF YEARLY,1,0,1,22.0,0.0
SHDN,TELECOM,CLOCK,QUARTERLY,44,29,15,-19.4,65.9
SHDN,TELECOM,EPABX,HALF YEARLY,4,0,4,16.0,0.0
SHDN,TELECOM,EPABX,MONTHLY,42,12,30,14.7,28.6
SHDN,TELECOM,EPABX,QUARTERLY,21,16,5,-36.4,76.2
SHDN,TELECOM,EPABX,YEARLY,8,8,0,-354.0,100.0
SHDN,TELECOM,PAS/PIDS,HALF YEARLY,24,24,0,-95.9,100.0
SHDN,TELECOM,PAS/PIDS,QUARTERLY,261,49,212,57.9,18.8
SHDN,TELECOM,PAS/PIDS,YEARLY,1,1,0,-364.0,100.0
SHDN,TELECOM,RADIO,MONTHLY,14,10,4,-3.5,71.4
SHDN,TELECOM,SDH/MPLS,QUARTERLY,1,1,0,-58.0,100.0
SHDN,TELECOM,SMPS,MONTHLY,39,26,13,-4.5,66.7
SHDN,TELECOM,UPS,HALF YEARLY,1,1,0,-180.0,100.0
SHDN,TELECOM,UPS,MONTHLY,35,22,13,-3.0,62.9
SHDN,TELECOM,UPS,YEARLY,2,2,0,-263.0,100.0
SHPK,AFC,AFC SWITCH,QUARTERLY,8,4,4,24.1,50.0
SHPK,AFC,AFC SWITCH,YEARLY,5,5,0,-209.8,100.0
SHPK,AFC,AVM,MONTHLY,60,30,30,3.7,50.0
SHPK,AFC,EC,QUARTERLY,12,11,1,-35.8,91.7
SHPK,AFC,EFO,QUARTERLY,19,19,0,-42.3,100.0
SHPK,AFC,GATE,MONTHLY,186,125,61,-1.8,67.2
SHPK,AFC,SWING BARRIER,MONTHLY,12,5,7,35.8,41.7
SHPK,AFC,TOM,QUARTERLY,16,14,2,-29.6,87.5
SHPK,AFC,TVM,BI-WEEKLY,98,12,86,17.7,12.2
SHPK,AFC,TVM,MONTHLY,36,12,24,28.7,33.3
SHPK,IT,IT SWITCH,QUARTERLY,2,2,0,-76.5,100.0
SHPK,TELECOM,CCTV,QUARTERLY,68,24,44,40.8,35.3
SHPK,TELECOM,CLOCK,HALF YEARLY,2,0,2,82.0,0.0
SHPK,TELECOM,CLOCK,QUARTERLY,17,7,10,41.6,41.2
SHPK,TELECOM,EARTH PIT,QUARTERLY,10,6,4,-7.2,60.0
SHPK,TELECOM,EPABX,HALF YEARLY,1,0,1,54.0,0.0
SHPK,TELECOM,EPABX,MONTHLY,44,24,20,8.3,54.5
SHPK,TELECOM,EPABX,QUARTERLY,14,12,2,-30.7,85.7
SHPK,TELECOM,PAS/PIDS,QUARTERLY,219,99,120,28.6,45.2
SHPK,TELECOM,RADIO,MONTHLY,9,6,3,8.1,66.7
SHPK,TELECOM,SMPS,MONTHLY,32,23,9,1.5,71.9
SHPK,TELECOM,TELE SWITCH,QUARTERLY,4,2,2,36.5,50.0
SHPKD,IT,IT SWITCH,QUARTERLY,12,1,11,8.5,8.3
SHPKD,TELECOM,CCTV,HALF YEARLY,1,1,0,-180.0,100.0
SHPKD,TELECOM,CCTV,MONTHLY,1,1,0,-24.0,100.0
SHPKD,TELECOM,CCTV,QUARTERLY,3,3,0,-30.7,100.0
SHPKD,TELECOM,CLOCK,QUARTERLY,22,13,9,13.8,59.1
SHPKD,TELECOM,EPABX,HALF YEARLY,1,1,0,-42.0,100.0
SHPKD,TELECOM,PAS/PIDS,MONTHLY,4,2,2,3.0,50.0
SHPKD,TELECOM,RADIO,HALF YEARLY,154,123,31,-44.8,79.9
SHPKD,TELECOM,RADIO,MONTHLY,34,22,12,-1.6,64.7
SHPKD,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,23.0,0.0
SHPKD,TELECOM,SMPS,HALF YEARLY,2,2,0,1.0,100.0
SHPKD,TELECOM,SMPS,MONTHLY,19,11,8,20.7,57.9
SHT,AFC,AFC SWITCH,QUARTERLY,15,14,1,-33.3,93.3
SHT,AFC,AVM,MONTHLY,34,22,12,-0.8,64.7
SHT,AFC,EC,QUARTERLY,3,3,0,-5.7,100.0
SHT,AFC,EFO,QUARTERLY,4,4,0,-32.2,100.0
SHT,AFC,EMERGENCY SWITCH,MONTHLY,5,3,2,20.6,60.0
SHT,AFC,GATE,MONTHLY,207,133,74,-1.8,64.3
SHT,AFC,SC,HALF YEARLY,3,2,1,-39.0,66.7
SHT,AFC,SWING BARRIER,MONTHLY,17,11,6,-0.8,64.7
SHT,AFC,TOM,QUARTERLY,18,15,3,-16.3,83.3
SHT,AFC,TVM,BI-WEEKLY,15,3,12,14.6,20.0
SHT,AFC,TVM,MONTHLY,50,27,23,0.4,54.0
SHT,IT,IT SWITCH,QUARTERLY,3,2,1,-17.0,66.7
SHT,TELECOM,CCTV,HALF YEARLY,130,95,35,-50.5,73.1
SHT,TELECOM,CCTV,MONTHLY,34,24,10,-3.5,70.6
SHT,TELECOM,CCTV,QUARTERLY,266,187,79,-12.1,70.3
SHT,TELECOM,CLOCK,HALF YEARLY,18,3,15,-7.6,16.7
SHT,TELECOM,CLOCK,QUARTERLY,80,59,21,-13.2,73.8
SHT,TELECOM,EARTH PIT,QUARTERLY,18,16,2,-40.4,88.9
SHT,TELECOM,EPABX,HALF YEARLY,2,2,0,-61.5,100.0
SHT,TELECOM,EPABX,MONTHLY,52,28,24,-1.5,53.8
SHT,TELECOM,EPABX,QUARTERLY,12,9,3,-12.7,75.0
SHT,TELECOM,EPABX,YEARLY,1,1,0,-304.0,100.0
SHT,TELECOM,PAS/PIDS,HALF YEARLY,124,29,95,-26.8,23.4
SHT,TELECOM,PAS/PIDS,QUARTERLY,460,283,177,-2.9,61.5
SHT,TELECOM,PAS/PIDS,YEARLY,3,3,0,-197.0,100.0
SHT,TELECOM,RADIO,HALF YEARLY,2,2,0,-68.5,100.0
SHT,TELECOM,RADIO,MONTHLY,14,9,5,-3.4,64.3
SHT,TELECOM,SDH/MPLS,HALF YEARLY,2,2,0,-61.5,100.0
SHT,TELECOM,SDH/MPLS,QUARTERLY,7,7,0,-49.9,100.0
SHT,TELECOM,SMPS,HALF YEARLY,4,2,2,-15.5,50.0
SHT,TELECOM,SMPS,MONTHLY,32,20,12,0.1,62.5
SHT,TELECOM,TELE SWITCH,HALF YEARLY,4,2,2,-17.0,50.0
SHT,TELECOM,TELE SWITCH,QUARTERLY,12,10,2,-43.2,83.3
SHT,TELECOM,TER ROOM,MONTHLY,1,1,0,-4.0,100.0
SHT,TELECOM,UPS,HALF YEARLY,3,2,1,-84.7,66.7
SHT,TELECOM,UPS,MONTHLY,34,22,12,-2.0,64.7
SHT,TELECOM,UPS,YEARLY,2,2,0,-274.0,100.0
SHVP,AFC,EFO,QUARTERLY,2,2,0,3.0,100.0
SHVP,AFC,GATE,MONTHLY,12,6,6,29.5,50.0
SHVP,AFC,SC,HALF YEARLY,2,2,0,-113.5,100.0
SHVP,AFC,TOM,QUARTERLY,4,4,0,-8.5,100.0
SHVP,AFC,TVM,MONTHLY,24,16,8,5.7,66.7
SHVP,TELECOM,CCTV,QUARTERLY,28,18,10,-21.8,64.3
SHVP,TELECOM,CLOCK,QUARTERLY,7,4,3,-12.4,57.1
SHVP,TELECOM,EPABX,QUARTERLY,3,3,0,-90.0,100.0
SHVP,TELECOM,NETWORKING,QUARTERLY,2,2,0,-50.5,100.0
SHVP,TELECOM,PAS/PIDS,QUARTERLY,68,35,33,-4.1,51.5
SHVP,TELECOM,SMPS,MONTHLY,11,5,6,2.2,45.5
SHVP,TELECOM,SMPS,YEARLY,2,2,0,-302.0,100.0
SHVP,TELECOM,UPS,MONTHLY,12,8,4,1.6,66.7
SJSU,AFC,AFC SWITCH,QUARTERLY,6,3,3,15.0,50.0
SJSU,AFC,AVM,MONTHLY,4,2,2,66.0,50.0
SJSU,AFC,GATE,MONTHLY,82,36,46,25.5,43.9
SJSU,AFC,TOM,QUARTERLY,8,6,2,-28.5,75.0
SJSU,AFC,TVM,MONTHLY,14,8,6,30.0,57.1
SJSU,TELECOM,CCTV,QUARTERLY,230,121,109,31.8,52.6
SJSU,TELECOM,CLOCK,MONTHLY,1,1,0,-30.0,100.0
SJSU,TELECOM,CLOCK,QUARTERLY,24,15,9,7.8,62.5
SJSU,TELECOM,EPABX,QUARTERLY,40,34,6,-58.4,85.0
SJSU,TELECOM,PAS/PIDS,HALF YEARLY,763,391,372,-84.4,51.2
SJSU,TELECOM,PAS/PIDS,MONTHLY,1585,1185,400,-16.1,74.8
SJSU,TELECOM,PAS/PIDS,QUARTERLY,27,12,15,22.3,44.4
SJSU,TELECOM,RADIO,HALF YEARLY,2,0,2,69.0,0.0
SJSU,TELECOM,SMPS,MONTHLY,1,0,1,24.0,0.0
SJSU,TELECOM,UPS,MONTHLY,7,2,5,71.9,28.6
SKRP,AFC,AFC SWITCH,QUARTERLY,22,10,12,-9.0,45.5
SKRP,AFC,AVM,MONTHLY,108,78,30,-1.3,72.2
SKRP,AFC,EC,QUARTERLY,26,10,16,-5.8,38.5
SKRP,AFC,EFO,QUARTERLY,14,10,4,-20.9,71.4
SKRP,AFC,EMERGENCY SWITCH,MONTHLY,15,7,8,2.7,46.7
SKRP,AFC,GATE,MONTHLY,284,176,108,1.5,62.0
SKRP,AFC,SWING BARRIER,MONTHLY,36,26,10,-1.3,72.2
SKRP,AFC,TOM,QUARTERLY,16,0,16,11.8,0.0
SKRP,AFC,TVM,MONTHLY,22,14,8,12.9,63.6
SKRP,TELECOM,CCTV,QUARTERLY,337,165,172,-0.9,49.0
SKRP,TELECOM,CLOCK,HALF YEARLY,2,0,2,121.0,0.0
SKRP,TELECOM,CLOCK,QUARTERLY,42,11,31,71.5,26.2
SKRP,TELECOM,EARTH PIT,QUARTERLY,4,0,4,118.5,0.0
SKRP,TELECOM,EPABX,HALF YEARLY,1,0,1,121.0,0.0
SKRP,TELECOM,EPABX,MONTHLY,72,52,20,-1.3,72.2
SKRP,TELECOM,EPABX,QUARTERLY,11,9,2,-48.7,81.8
SKRP,TELECOM,PAS/PIDS,HALF YEARLY,6,2,4,84.0,33.3
SKRP,TELECOM,PAS/PIDS,MONTHLY,34,22,12,0.4,64.7
SKRP,TELECOM,PAS/PIDS,QUARTERLY,230,94,136,134.9,40.9
SKRP,TELECOM,RADIO,HALF YEARLY,1,0,1,16.0,0.0
SKRP,TELECOM,RADIO,MONTHLY,17,12,5,0.4,70.6
SKRP,TELECOM,SDH/MPLS,QUARTERLY,3,2,1,-10.7,66.7
SKRP,TELECOM,SMPS,MONTHLY,26,14,12,8.8,53.8
SKRP,TELECOM,TELE SWITCH,HALF YEARLY,2,0,2,121.0,0.0
SKRP,TELECOM,TELE SWITCH,QUARTERLY,12,8,4,-10.7,66.7
SKRP,TELECOM,TER ROOM,MONTHLY,1,0,1,4.0,0.0
SKRP,TELECOM,UPS,MONTHLY,24,12,12,11.7,50.0
SKVR,AFC,AFC ROUTER,QUARTERLY,1,0,1,146.0,0.0
SKVR,AFC,AFC SWITCH,QUARTERLY,6,3,3,28.0,50.0
SKVR,AFC,AVM,MONTHLY,18,8,10,18.9,44.4
SKVR,AFC,EFO,QUARTERLY,5,3,2,4.0,60.0
SKVR,AFC,GATE,MONTHLY,52,32,20,4.7,61.5
SKVR,AFC,RCTM,BI-WEEKLY,22,6,16,26.0,27.3
SKVR,AFC,RCTM,MONTHLY,18,8,10,18.2,44.4
SKVR,AFC,SC,HALF YEARLY,1,0,1,64.0,0.0
SKVR,AFC,SWING BARRIER,MONTHLY,5,3,2,14.8,60.0
SKVR,AFC,TOM,QUARTERLY,14,12,2,-36.4,85.7
SKVR,AFC,TVM,BI-WEEKLY,24,8,16,22.7,33.3
SKVR,AFC,TVM,MONTHLY,20,10,10,14.0,50.0
SKVR,TELECOM,CCTV,QUARTERLY,69,29,40,38.7,42.0
SKVR,TELECOM,CLOCK,QUARTERLY,11,4,7,27.8,36.4
SKVR,TELECOM,EARTH PIT,QUARTERLY,2,1,1,21.0,50.0
SKVR,TELECOM,EPABX,HALF YEARLY,1,0,1,84.0,0.0
SKVR,TELECOM,EPABX,MONTHLY,152,85,67,39.4,55.9
SKVR,TELECOM,EPABX,QUARTERLY,1,0,1,153.0,0.0
SKVR,TELECOM,PAS/PIDS,HALF YEARLY,1,1,0,-66.0,100.0
SKVR,TELECOM,PAS/PIDS,MONTHLY,167,25,142,129.5,15.0
SKVR,TELECOM,PAS/PIDS,QUARTERLY,20,2,18,220.0,10.0
SKVR,TELECOM,PEST CONTROL,MONTHLY,1,0,1,203.0,0.0
SKVR,TELECOM,RADIO,MONTHLY,4,1,3,70.5,25.0
SKVR,TELECOM,SDH/MPLS,QUARTERLY,2,0,2,16.0,0.0
SKVR,TELECOM,SMPS,HALF YEARLY,6,6,0,-52.0,100.0
SKVR,TELECOM,SMPS,MONTHLY,30,14,16,0.1,46.7
SKVR,TELECOM,TER ROOM,MONTHLY,1,1,0,1.0,100.0
SKVR,TELECOM,UPS,MONTHLY,9,2,7,46.2,22.2
SLAP,AFC,AFC SWITCH,QUARTERLY,12,9,3,-11.4,75.0
SLAP,AFC,AFC SWITCH,YEARLY,1,1,0,-294.0,100.0
SLAP,AFC,AVM,MONTHLY,42,33,9,1.5,78.6
SLAP,AFC,EC,HALF YEARLY,14,10,4,-71.6,71.4
SLAP,AFC,EC,QUARTERLY,26,24,2,-31.6,92.3
SLAP,AFC,EFO,QUARTERLY,13,12,1,-49.7,92.3
SLAP,AFC,EMERGENCY SWITCH,MONTHLY,2,0,2,96.5,0.0
SLAP,AFC,GATE,MONTHLY,216,118,98,5.3,54.6
SLAP,AFC,SC,HALF YEARLY,1,0,1,23.0,0.0
SLAP,AFC,SWING BARRIER,MONTHLY,12,6,6,8.0,50.0
SLAP,AFC,TOM,QUARTERLY,42,36,6,-29.7,85.7
SLAP,AFC,TVM,BI-WEEKLY,49,4,45,15.1,8.2
SLAP,AFC,TVM,MONTHLY,21,12,9,20.7,57.1
SLAP,TELECOM,CCTV,HALF YEARLY,4,4,0,-146.0,100.0
SLAP,TELECOM,CCTV,QUARTERLY,158,112,46,-19.5,70.9
SLAP,TELECOM,CCTV,YEARLY,2,2,0,-331.0,100.0
SLAP,TELECOM,CLOCK,HALF YEARLY,3,3,0,-60.0,100.0
SLAP,TELECOM,CLOCK,QUARTERLY,46,17,29,42.7,37.0
SLAP,TELECOM,EARTH PIT,QUARTERLY,8,6,2,-30.5,75.0
SLAP,TELECOM,EPABX,HALF YEARLY,4,4,0,-113.0,100.0
SLAP,TELECOM,EPABX,MONTHLY,39,19,20,7.9,48.7
SLAP,TELECOM,EPABX,QUARTERLY,17,9,8,15.4,52.9
SLAP,TELECOM,EPABX,YEARLY,1,1,0,-316.0,100.0
SLAP,TELECOM,PAS/PIDS,HALF YEARLY,63,56,7,-67.4,88.9
SLAP,TELECOM,PAS/PIDS,QUARTERLY,435,235,200,-10.7,54.0
SLAP,TELECOM,RADIO,MONTHLY,14,8,6,3.1,57.1
SLAP,TELECOM,SDH/MPLS,HALF YEARLY,1,0,1,9.0,0.0
SLAP,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,36.0,0.0
SLAP,TELECOM,SDH/MPLS,YEARLY,1,1,0,-345.0,100.0
SLAP,TELECOM,SMPS,MONTHLY,29,20,9,3.5,69.0
SLAP,TELECOM,TELE SWITCH,HALF YEARLY,4,4,0,-159.5,100.0
SLAP,TELECOM,TELE SWITCH,QUARTERLY,4,2,2,-2.0,50.0
SLAP,TELECOM,UPS,HALF YEARLY,7,7,0,-131.4,100.0
SLAP,TELECOM,UPS,MONTHLY,35,26,9,-1.7,74.3
SLAP,TELECOM,UPS,YEARLY,2,2,0,-302.0,100.0
SLTP,AFC,AFC ROUTER,QUARTERLY,1,0,1,24.0,0.0
SLTP,AFC,AFC SWITCH,QUARTERLY,11,7,4,-12.5,63.6
SLTP,AFC,AVM,MONTHLY,18,6,12,40.3,33.3
SLTP,AFC,EFO,QUARTERLY,12,8,4,-19.0,66.7
SLTP,AFC,EMERGENCY SWITCH,MONTHLY,2,0,2,91.0,0.0
SLTP,AFC,GATE,MONTHLY,72,37,35,13.0,51.4
SLTP,AFC,TOM,QUARTERLY,1,0,1,31.0,0.0
SLTP,AFC,TVM,MONTHLY,22,12,10,3.7,54.5
SLTP,TELECOM,CCTV,HALF YEARLY,26,26,0,-31.0,100.0
SLTP,TELECOM,CCTV,QUARTERLY,171,11,160,75.5,6.4
SLTP,TELECOM,CLOCK,QUARTERLY,28,13,15,7.2,46.4
SLTP,TELECOM,EPABX,MONTHLY,66,30,36,9.1,45.5
SLTP,TELECOM,EPABX,QUARTERLY,4,1,3,16.5,25.0
SLTP,TELECOM,PAS/PIDS,QUARTERLY,515,127,388,38.0,24.7
SLTP,TELECOM,PAS/PIDS,YEARLY,2,2,0,-365.0,100.0
SLTP,TELECOM,RADIO,MONTHLY,9,4,5,11.0,44.4
SLTP,TELECOM,SMPS,HALF YEARLY,2,2,0,-19.0,100.0
SLTP,TELECOM,SMPS,MONTHLY,20,12,8,13.0,60.0
SLTP,TELECOM,TELE ROUTER,QUARTERLY,2,0,2,24.0,0.0
SLTP,TELECOM,TELE SWITCH,QUARTERLY,8,2,6,16.5,25.0
SLTPD,IT,IT SWITCH,QUARTERLY,1,1,0,-21.0,100.0
SLTPD,TELECOM,CCTV,QUARTERLY,8,5,3,-26.6,62.5
SLTPD,TELECOM,CLOCK,QUARTERLY,8,8,0,-61.8,100.0
SLTPD,TELECOM,EPABX,QUARTERLY,10,8,2,-67.8,80.0
SLTPD,TELECOM,PAS/PIDS,QUARTERLY,128,71,57,-34.1,55.5
SLTPD,TELECOM,RADIO,HALF YEARLY,2,2,0,-180.0,100.0
SLTPD,TELECOM,SMPS,MONTHLY,8,6,2,-1.0,75.0
SLTPD,TELECOM,SMPS,QUARTERLY,4,4,0,-57.0,100.0
SLTPD,TELECOM,TELE SWITCH,QUARTERLY,1,1,0,-55.0,100.0
SLTPD,TELECOM,TER ROOM,MONTHLY,1,0,1,5.0,0.0
SMBG,AFC,AFC SWITCH,QUARTERLY,32,17,15,-12.5,53.1
SMBG,AFC,AVM,MONTHLY,34,12,22,20.8,35.3
SMBG,AFC,EC,HALF YEARLY,5,0,5,169.0,0.0
SMBG,AFC,EC,QUARTERLY,1,1,0,-90.0,100.0
SMBG,AFC,EFO,QUARTERLY,9,3,6,20.2,33.3
SMBG,AFC,EMERGENCY SWITCH,MONTHLY,5,0,5,94.4,0.0
SMBG,AFC,GATE,MONTHLY,125,65,60,0.3,52.0
SMBG,AFC,RCTM,BI-WEEKLY,65,53,12,1.0,81.5
SMBG,AFC,RCTM,MONTHLY,8,4,4,0.8,50.0
SMBG,AFC,SC,HALF YEARLY,1,1,0,-131.0,100.0
SMBG,AFC,SWING BARRIER,MONTHLY,19,6,13,15.5,31.6
SMBG,AFC,TOM,QUARTERLY,8,2,6,34.0,25.0
